A[1][0.7468261892493607, 0.019230769230769232, 0.8461538461538461, 0.12980722460455912, 0.16666666666666666, 56.0, 0.2526553469716402][0, 0, 0, 0, 0, 0, 0]
A[2][0.7644594474140413, 0.020253682487725043, 0.8805237315875614, 0.13254019571765835, 0.16666666666666666, 53.5, 0.25726003973774325][0.00031093179350227265, 1.0463515312559417e-06, 0.0011812890247267097, 7.469131105034742e-06, 0.0, 6.25, 2.1203195470201626e-05]
A[3][0.7689940394225915, 0.029762617593442713, 0.8634385852860165, 0.12835348867832358, 0.16666666666666666, 50.666666666666664, 0.2597747180592394][0.00021715347080315686, 0.0002717827162998777, 0.0014663511847989308, 5.632011305216342e-05, 0.0, 27.208333333333332, 2.957241891690926e-05]
A[4][0.7672080567236923, 0.031093893019643437, 0.814245605631179, 0.12428588430821279, 0.16666666666666666, 53.25, 0.2582820108407454][0.0001575279173385071, 0.00018827765457487546, 0.01065736444581763, 0.00010372836328175337, 0.0, 44.83333333333334, 2.862764530518284e-05]
A[5][0.7611443095213264, 0.02963701917761951, 0.8228250559335146, 0.12485259878031352, 0.16666666666666666, 51.8, 0.25734173842056707][0.000301991088674885, 0.00015182064788902438, 0.008361058171814458, 7.940209892575712e-05, 0.0, 44.1375, 2.5891295099627345e-05]
A[6][0.7473940340257809, 0.0292020204858541, 0.8118136727373884, 0.1289017278179219, 0.16666666666666666, 50.0, 0.25433042253057153][0.0013760133281602977, 0.00012259186148224523, 0.007416349896803162, 0.00016189435491982556, 0.0, 54.74999999999999, 7.512117641574153e-05]
A[7][0.7495378286175686, 0.028277056520342476, 0.8224636675411381, 0.12921524992256042, 0.16666666666666669, 49.714285714285715, 0.2553051977237895][0.00117884876022936, 0.00010814879293100263, 0.006974248305908573, 0.00013560003520386672, 0.0, 46.19642857142856, 6.925228708764366e-05]
A[8][0.7401333574495748, 0.031152680865556073, 0.8190146834574702, 0.13287738362096532, 0.16666666666666669, 48.875, 0.25275307113231554][0.0017179944180793299, 0.00015885268836771202, 0.006073091049025363, 0.00022351838740325663, 9.62964972193618e-35, 45.232142857142854, 0.0001114659043292493]
A[9][0.749046546409471, 0.03021652440574681, 0.8290231529722968, 0.13133228507936606, 0.16402116402116404, 48.77777777777778, 0.2547881920729687][0.0022182495527327726, 0.0001468836025769315, 0.0062154798261601025, 0.000217064554507119, 6.298815822625359e-05, 39.66319444444444, 0.00013480812147585822]
A[10][0.7487221916591379, 0.03174032651062668, 0.8347572013114307, 0.13213164829797175, 0.1619047619047619, 48.7, 0.25454374906320554][0.001972829440247546, 0.00015378293083896885, 0.005853664060142007, 0.000199336086225591, 0.00010078105316200576, 35.31666666666666, 0.00012042696516209455]
B[1][0.4553268366796944, 0.07142857142857142, 0.5714285714285714, 0.18681910391949139, 0.25, 32.0, 0.20109981074951871][0, 0, 0, 0, 0, 0, 0]
B[2][0.6046961918262688, 0.05133928571428571, 0.5513392857142857, 0.1713660803664223, 0.25, 34.0, 0.22568711049955711][0.022311204256903455, 0.000403579400510204, 0.00040357940051020345, 0.00023879593693170752, 0.0, 4.0, 0.0006045353089982384]
B[3][0.7030684680932913, 0.0675595238095238, 0.5564484126984127, 0.14815242349265284, 0.25, 34.0, 0.24529443682072918][0.04018691634231794, 0.0009910780718537418, 0.00028009923587490524, 0.0017360195648251679, 0.0, 2.0, 0.0014556093908939013]
B[4][0.6997509633062884, 0.07093991312741313, 0.5592282014157014, 0.15230977140375213, 0.25, 35.75, 0.24294627342231687][0.026835300913592444, 0.0007064268423311621, 0.00021764172516766585, 0.001226480543165798, 0.0, 13.583333333333334, 0.0009924617459785075]
B[5][0.722514800244839, 0.06281253656253656, 0.5867765005265004, 0.14826712062998856, 0.25, 36.0, 0.24856936195259033][0.022717437046018956, 0.0008600913808848956, 0.003957775213366028, 0.0010015755337674042, 0.0, 10.5, 0.0009024419325803455]
B[6][0.7168907675660433, 0.058090906905562074, 0.6039229458410492, 0.1455843751240842, 0.25, 35.5, 0.2488836696282348][0.018363728098248145, 0.0008218358244136424, 0.004930223692241695, 0.0008444431677106233, 0.0, 9.9, 0.0007225462819540905]
B[7][0.7309941374088719, 0.053038959165806455, 0.5858300574741461, 0.13810571346061967, 0.25, 37.285714285714285, 0.25191660509144603][0.016695442035005375, 0.0008635184187679222, 0.0063999880097352765, 0.0010952153016948714, 0.0, 30.571428571428573, 0.0006665127842964401]
B[8][0.7446562232953627, 0.053762030446551236, 0.5677483591134073, 0.13416125874958182, 0.25, 37.375, 0.25556676574013726][0.015803599613306286, 0.0007443413012745223, 0.00810128653321449, 0.001063225756620748, 0.0, 26.267857142857146, 0.000677886054344124]
